,id,text,author
13684,id09451,"As long as their disunion remained a secret, he cherished an expectation of re awakening past tenderness in her bosom; now that we were all made acquainted with these occurrences, and that Perdita, by declaring her resolves to others, in a manner pledged herself to their accomplishment, he gave up the idea of re union as futile, and sought only, since he was unable to influence her to change, to reconcile himself to the present state of things.",MWS
13685,id06947,Will you confer upon me the favor of taking charge of this pocket book I know I can trust you and of advertising it?,EAP
13686,id22145,"Blew it, and tried again no go.",EAP
13687,id20652,"As you know, the club wouldn't exhibit it, and the Museum of Fine Arts wouldn't accept it as a gift; and I can add that nobody would buy it, so Pickman had it right in his house till he went.",HPL
13688,id15313,"When I am addressed, her name is the sound I expect: in every communication, I imagine that she will form a part.",MWS
13689,id05803,"""Remember, I ain't sayin' Obed was set on hevin' things jest like they was on that Kanaky isle.",HPL
13690,id27849,"I shall depart for the latter town in a fortnight or three weeks; and my intention is to hire a ship there, which can easily be done by paying the insurance for the owner, and to engage as many sailors as I think necessary among those who are accustomed to the whale fishing.",MWS
13691,id01563,"Of the distance between the hamlet and the mansion, fully two miles and a quarter on the hamlet's side was entirely open country; the plain being of fairly level character save for some of the low snake like mounds, and having as vegetation only grass and scattered weeds.",HPL
13692,id14174,"In about twenty minutes our first buoy dipped, and at the touch of the second soon afterwards, we remained stationary as to elevation.",EAP
13693,id13337,They were even fuller than the fullest of the gazelle eyes of the tribe of the valley of Nourjahad.,EAP
13694,id17322,"Especially, there is nothing to be made in this way without method.",EAP
13695,id18021,"As I emerged from an intervening grove upon the plain before the ruin, I beheld in the misty moonlight a thing I had always vaguely expected.",HPL
13696,id13377,With deep and reverent awe I replaced the candelabrum in its former position.,EAP
13697,id03125,"Every succeeding wave of thought overwhelmed me with new terror, for, alas I well, too well understood that to think, in my situation, was to be lost.",EAP
13698,id02143,"Oh God help me Let him be alive It is all dark; in my abject misery I demand no more: no hope, no good: only passion, and guilt, and horror; but alive Alive My sensations choked me No tears fell yet I sobbed, and breathed short and hard; one only thought possessed me, and I could only utter one word, that half screaming was perpetually on my lips; Alive Alive I had taken the steward with me for he, much better than I, could make the requisite enquiries the poor old man could not restrain his tears as he saw my deep distress and knew the cause he sometimes uttered a few broken words of consolation: in moments like these the mistress and servant become in a manner equals and when I saw his old dim eyes wet with sympathizing tears; his gray hair thinly scattered on an age wrinkled brow I thought oh if my father were as he is decrepid hoary then I should be spared this pain When I had arrived at the nearest town I took post horses and followed the road my father had taken.",MWS
13699,id22917,"The upper part overhung the narrow grass grown street and nearly met the overhanging part of the house opposite, so that I was almost in a tunnel, with the low stone doorstep wholly free from snow.",HPL
13700,id07749,"My own German will no longer controls my acts, and volition is henceforward possible only in minor matters.",HPL
13701,id22439,"But, no, my tale must not pause; it must be as rapid as was my fate, I can only describe in short although strong expressions my precipitate and irremediable change from happiness to despair.",MWS
13702,id07925,"'Who are you?' ""At that instant the cottage door was opened, and Felix, Safie, and Agatha entered.",MWS
13703,id14571,At the last moment I decided I had better slacken my trot and make the crossing as before in the shambling gait of an average Innsmouth native.,HPL
13704,id06362,"""One night during my accustomed visit to the neighbouring wood where I collected my own food and brought home firing for my protectors, I found on the ground a leathern portmanteau containing several articles of dress and some books.",MWS
13705,id02313,When I leave this place do not expect to hear from me: I must break all ties that at present exist.,MWS
13706,id16515,"Monsieur Le Blanc was unable to account for her absence, and Madame Rogêt was distracted with anxiety and terror.",EAP
13707,id14066,"West had greedily seized the lifeless thing which had once been his friend and fellow scholar; and I shuddered when he finished severing the head, placed it in his hellish vat of pulpy reptile tissue to preserve it for future experiments, and proceeded to treat the decapitated body on the operating table.",HPL
13708,id04920,"I told him, too, of the fears of others in that region, and how they were whispered down for generations; and how no mythical madness came to the boy who in entered an abandoned house to examine certain traces suspected to be there.",HPL
13709,id14385,I had lived with the old gentleman all my life.,EAP
13710,id03539,This would naturally have been the case.,EAP
13711,id04790,You might have surmised I had some inside information when I dropped him and that's why I don't want to think where he's gone.,HPL
13712,id03168,"But, uplifting my eyes, I saw that Berenice stood before me.",EAP
13713,id06476,"Come to the window and be quiet.""",HPL
13714,id21213,"Satisfied with having produced in my bosom the intended effect, he seemed to chuckle in secret over the sting he had inflicted, and was characteristically disregardful of the public applause which the success of his witty endeavours might have so easily elicited.",EAP
13715,id25147,"The days that followed were full of pain to me; so that I sometimes regretted that I had not yielded at once to the haughty lady, who watched all my motions, and turned my beloved task of nursing my friend to a work of pain and irritation.",MWS
